beer1,beer2,overall,aroma,palate,taste
The Griz Pale Ale,Bud Light,3.872983346207417,5.244044240850758,3.968626966596886,4.444097208657794
The Griz Pale Ale,Fat Tire Amber Ale,4.2130748865881795,2.5495097567963922,2.692582403567252,4.0
The Griz Pale Ale,Coors Light,3.3166247903554,4.0,3.840572873934304,3.391164991562634
The Griz Pale Ale,Blue Moon Belgian White,2.0615528128088303,1.7320508075688772,1.6583123951777,1.7320508075688772
The Griz Pale Ale,60 Minute IPA,5.244044240850758,3.4641016151377544,3.9370039370059056,5.522680508593631
The Griz Pale Ale,Guinness Draught,5.315072906367325,3.872983346207417,3.774917217635375,4.183300132670378
The Blackwatch Oat Stout,Dale's Pale Ale,1.5,0.8660254037844386,1.118033988749895,1.0
The Blackwatch Oat Stout,Sierra Nevada Pale Ale,2.7386127875258306,1.118033988749895,1.7320508075688772,2.1213203435596424
The Blackwatch Oat Stout,Michelob Ultra,6.614378277661476,5.830951894845301,5.722761571129799,6.614378277661476
The Blackwatch Oat Stout,Natural Light,4.242640687119285,3.5355339059327378,3.2015621187164243,3.3541019662496847
The Blackwatch Oat Stout,Bud Light,6.082762530298219,5.766281297335398,6.06217782649107,5.958187643906492
The Blackwatch Oat Stout,Fat Tire Amber Ale,2.23606797749979,2.5495097567963922,3.427827300200522,2.7386127875258306
The Blackwatch Oat Stout,Coors Light,5.024937810560445,5.267826876426369,5.809475019311125,6.0
The Blackwatch Oat Stout,Blue Moon Belgian White,3.774917217635375,2.598076211353316,3.840572873934304,3.24037034920393
The Blackwatch Oat Stout,60 Minute IPA,2.1213203435596424,2.3979157616563596,2.23606797749979,2.5
The Blackwatch Oat Stout,Guinness Draught,1.8027756377319946,2.7838821814150108,2.8284271247461903,2.598076211353316
Teufel Bock,Dale's Pale Ale,3.3166247903554,1.5,2.598076211353316,2.23606797749979
Teufel Bock,Sierra Nevada Pale Ale,1.7320508075688772,1.5811388300841898,1.224744871391589,1.3228756555322954
Teufel Bock,Michelob Ultra,0.0,0.0,0.0,0.0
Teufel Bock,Natural Light,2.8722813232690143,3.7416573867739413,3.840572873934304,3.905124837953327
Teufel Bock,Bud Light,3.24037034920393,3.840572873934304,2.29128784747792,3.9370039370059056
Teufel Bock,Fat Tire Amber Ale,2.29128784747792,1.6583123951777,2.1213203435596424,1.5
Teufel Bock,Coors Light,0.5,1.0,0.5,1.0
Teufel Bock,Blue Moon Belgian White,1.5811388300841898,1.118033988749895,1.8027756377319946,1.6583123951777
Teufel Bock,60 Minute IPA,2.0615528128088303,2.6457513110645907,1.7320508075688772,2.6457513110645907
Teufel Bock,Guinness Draught,2.958039891549808,3.0,2.8722813232690143,2.958039891549808
Ten,Dale's Pale Ale,3.391164991562634,2.23606797749979,2.0615528128088303,2.3979157616563596
Ten,Sierra Nevada Pale Ale,1.118033988749895,0.8660254037844386,1.0,0.8660254037844386
Ten,Michelob Ultra,2.0615528128088303,2.23606797749979,1.0,2.9154759474226504
Ten,Natural Light,1.8027756377319946,2.23606797749979,1.8027756377319946,2.5
Ten,Bud Light,2.8722813232690143,3.4641016151377544,3.6742346141747673,4.415880433163924
Ten,Fat Tire Amber Ale,0.7071067811865476,3.1622776601683795,1.118033988749895,2.692582403567252
Ten,Coors Light,2.5,2.5,2.23606797749979,2.8284271247461903
Ten,Blue Moon Belgian White,2.958039891549808,2.5,3.122498999199199,3.840572873934304
Ten,60 Minute IPA,1.5,1.3228756555322954,2.0,1.6583123951777
Ten,Guinness Draught,1.3228756555322954,2.29128784747792,1.3228756555322954,1.8708286933869707
Temporary Insanity Imperial Stout,Dale's Pale Ale,4.5,3.6742346141747673,2.449489742783178,4.153311931459037
Temporary Insanity Imperial Stout,Sierra Nevada Pale Ale,5.172040216394301,3.427827300200522,1.8027756377319946,3.905124837953327
Temporary Insanity Imperial Stout,Michelob Ultra,4.387482193696061,4.847679857416329,4.636809247747852,3.872983346207417
Temporary Insanity Imperial Stout,Natural Light,3.570714214271425,4.415880433163924,4.8218253804964775,3.7416573867739413
Temporary Insanity Imperial Stout,Bud Light,4.330127018922194,5.1478150704935,6.041522986797286,4.769696007084728
Temporary Insanity Imperial Stout,Fat Tire Amber Ale,3.427827300200522,1.8708286933869707,1.118033988749895,2.0615528128088303
Temporary Insanity Imperial Stout,Coors Light,3.8078865529319543,4.743416490252569,5.454356057317857,4.2130748865881795
Temporary Insanity Imperial Stout,Blue Moon Belgian White,3.5355339059327378,3.4641016151377544,2.598076211353316,3.3166247903554
Temporary Insanity Imperial Stout,60 Minute IPA,4.58257569495584,3.872983346207417,2.1213203435596424,3.5
Temporary Insanity Imperial Stout,Guinness Draught,3.9370039370059056,3.4641016151377544,2.0615528128088303,3.0
Superior,Dale's Pale Ale,3.3166247903554,4.358898943540674,3.4641016151377544,4.743416490252569
Superior,Sierra Nevada Pale Ale,3.774917217635375,5.744562646538029,4.58257569495584,5.049752469181039
Superior,Michelob Ultra,3.6742346141747673,2.345207879911715,2.9154759474226504,2.598076211353316
Superior,Natural Light,1.5,1.0,1.0,1.0
Superior,Bud Light,3.605551275463989,3.605551275463989,3.605551275463989,4.358898943540674
Superior,Fat Tire Amber Ale,3.640054944640259,4.358898943540674,3.3541019662496847,4.092676385936225
Superior,Coors Light,3.968626966596886,3.3166247903554,3.427827300200522,3.840572873934304
Superior,Blue Moon Belgian White,1.5811388300841898,2.449489742783178,1.8027756377319946,1.8708286933869707
Superior,60 Minute IPA,4.2130748865881795,5.958187643906492,5.024937810560445,5.338539126015656
Superior,Guinness Draught,4.769696007084728,4.58257569495584,4.47213595499958,3.968626966596886
Sunshine Wit,Dale's Pale Ale,2.3979157616563596,2.598076211353316,3.0,3.391164991562634
Sunshine Wit,Sierra Nevada Pale Ale,3.905124837953327,3.122498999199199,2.6457513110645907,4.330127018922194
Sunshine Wit,Michelob Ultra,5.172040216394301,5.385164807134504,4.795831523312719,4.387482193696061
Sunshine Wit,Natural Light,4.358898943540674,4.9749371855331,4.183300132670378,3.7080992435478315
Sunshine Wit,Bud Light,5.958187643906492,4.795831523312719,5.830951894845301,4.636809247747852
Sunshine Wit,Fat Tire Amber Ale,2.3979157616563596,2.8284271247461903,3.0413812651491097,2.8284271247461903
Sunshine Wit,Coors Light,3.24037034920393,4.636809247747852,3.9370039370059056,3.2015621187164243
Sunshine Wit,Blue Moon Belgian White,3.605551275463989,2.5495097567963922,2.8722813232690143,3.278719262151
Sunshine Wit,60 Minute IPA,5.0,3.968626966596886,4.242640687119285,5.454356057317857
Sunshine Wit,Guinness Draught,3.605551275463989,3.24037034920393,4.358898943540674,3.427827300200522
Straffe Hendrik Bruin,Dale's Pale Ale,3.278719262151,1.5,1.5811388300841898,1.9364916731037085
Straffe Hendrik Bruin,Sierra Nevada Pale Ale,3.0413812651491097,2.179449471770337,2.23606797749979,2.5
Straffe Hendrik Bruin,Michelob Ultra,5.338539126015656,4.795831523312719,5.049752469181039,6.800735254367722
Straffe Hendrik Bruin,Natural Light,4.272001872658765,4.924428900898052,3.905124837953327,5.0990195135927845
Straffe Hendrik Bruin,Bud Light,5.431390245600108,5.220153254455275,5.612486080160912,7.0710678118654755
Straffe Hendrik Bruin,Fat Tire Amber Ale,4.092676385936225,2.179449471770337,3.427827300200522,3.6742346141747673
Straffe Hendrik Bruin,Coors Light,4.769696007084728,4.330127018922194,5.024937810560445,4.444097208657794
Straffe Hendrik Bruin,Blue Moon Belgian White,3.1622776601683795,2.6457513110645907,2.5,3.5
Straffe Hendrik Bruin,60 Minute IPA,4.153311931459037,2.7838821814150108,3.2015621187164243,3.7080992435478315
Straffe Hendrik Bruin,Guinness Draught,5.766281297335398,5.830951894845301,5.958187643906492,6.383572667401852
Stegmaier Winter Warmer,Dale's Pale Ale,2.9154759474226504,2.449489742783178,2.7386127875258306,2.23606797749979
Stegmaier Winter Warmer,Sierra Nevada Pale Ale,3.24037034920393,2.345207879911715,2.7838821814150108,3.1622776601683795
Stegmaier Winter Warmer,Michelob Ultra,4.183300132670378,4.5,4.031128874149275,4.636809247747852
Stegmaier Winter Warmer,Natural Light,4.123105625617661,3.905124837953327,3.5355339059327378,3.5355339059327378
Stegmaier Winter Warmer,Bud Light,4.58257569495584,5.315072906367325,3.8078865529319543,4.636809247747852
Stegmaier Winter Warmer,Fat Tire Amber Ale,1.5,0.8660254037844386,1.7320508075688772,1.224744871391589
Stegmaier Winter Warmer,Coors Light,2.5495097567963922,4.949747468305833,3.122498999199199,3.840572873934304
Stegmaier Winter Warmer,Blue Moon Belgian White,1.118033988749895,1.3228756555322954,1.224744871391589,1.5
Stegmaier Winter Warmer,60 Minute IPA,3.278719262151,3.082207001484488,3.3166247903554,3.1622776601683795
Stegmaier Winter Warmer,Guinness Draught,1.8708286933869707,1.118033988749895,2.179449471770337,2.1213203435596424
Stegmaier 1857,Dale's Pale Ale,3.122498999199199,2.29128784747792,2.0615528128088303,2.8284271247461903
Stegmaier 1857,Sierra Nevada Pale Ale,2.5495097567963922,3.0413812651491097,2.8284271247461903,2.3979157616563596
Stegmaier 1857,Michelob Ultra,4.5,4.716990566028302,5.267826876426369,5.722761571129799
Stegmaier 1857,Natural Light,2.598076211353316,3.0,2.8722813232690143,3.082207001484488
Stegmaier 1857,Bud Light,5.315072906367325,5.766281297335398,5.267826876426369,5.766281297335398
Stegmaier 1857,Fat Tire Amber Ale,2.0,1.3228756555322954,1.9364916731037085,1.3228756555322954
Stegmaier 1857,Coors Light,4.924428900898052,4.769696007084728,4.69041575982343,5.338539126015656
Stegmaier 1857,Blue Moon Belgian White,2.1213203435596424,1.9364916731037085,1.6583123951777,1.224744871391589
Stegmaier 1857,60 Minute IPA,4.358898943540674,4.330127018922194,3.0,3.3541019662496847
Stegmaier 1857,Guinness Draught,2.7386127875258306,1.7320508075688772,2.8284271247461903,1.8708286933869707
Steenbrugge Blond,Dale's Pale Ale,3.4641016151377544,2.0615528128088303,3.122498999199199,2.8722813232690143
Steenbrugge Blond,Sierra Nevada Pale Ale,3.8078865529319543,2.5495097567963922,2.23606797749979,2.7838821814150108
Steenbrugge Blond,Michelob Ultra,2.23606797749979,2.8722813232690143,2.8722813232690143,2.8722813232690143
Steenbrugge Blond,Natural Light,2.5,2.0,2.0,2.5
Steenbrugge Blond,Bud Light,2.9154759474226504,2.8722813232690143,3.5355339059327378,3.6742346141747673
Steenbrugge Blond,Fat Tire Amber Ale,2.0,2.0,2.6457513110645907,1.8708286933869707
Steenbrugge Blond,Coors Light,1.7320508075688772,4.183300132670378,4.58257569495584,3.6742346141747673
Steenbrugge Blond,Blue Moon Belgian White,2.1213203435596424,1.0,1.7320508075688772,1.4142135623730951
Steenbrugge Blond,60 Minute IPA,3.840572873934304,2.6457513110645907,3.427827300200522,3.5355339059327378
Steenbrugge Blond,Guinness Draught,2.8722813232690143,2.1213203435596424,2.7386127875258306,1.5811388300841898
St. Peter's Lemon & Ginger Spiced Ale,Dale's Pale Ale,0.5,0.7071067811865476,0.7071067811865476,1.0
St. Peter's Lemon & Ginger Spiced Ale,Sierra Nevada Pale Ale,2.958039891549808,1.5,1.9364916731037085,2.0
St. Peter's Lemon & Ginger Spiced Ale,Michelob Ultra,1.5811388300841898,3.2015621187164243,1.4142135623730951,2.9154759474226504
St. Peter's Lemon & Ginger Spiced Ale,Natural Light,1.0,2.5,1.5,2.5
St. Peter's Lemon & Ginger Spiced Ale,Bud Light,2.9154759474226504,5.0,4.330127018922194,4.769696007084728
St. Peter's Lemon & Ginger Spiced Ale,Fat Tire Amber Ale,3.1622776601683795,2.3979157616563596,2.1213203435596424,2.598076211353316
St. Peter's Lemon & Ginger Spiced Ale,Coors Light,2.1213203435596424,4.387482193696061,3.24037034920393,3.0
St. Peter's Lemon & Ginger Spiced Ale,Blue Moon Belgian White,2.5495097567963922,2.0615528128088303,1.4142135623730951,1.9364916731037085
St. Peter's Lemon & Ginger Spiced Ale,60 Minute IPA,4.5,3.122498999199199,2.6457513110645907,3.122498999199199
St. Peter's Lemon & Ginger Spiced Ale,Guinness Draught,3.391164991562634,2.23606797749979,2.8284271247461903,2.23606797749979
Spinnakers India Pale Ale,Dale's Pale Ale,1.5811388300841898,1.7320508075688772,0.7071067811865476,1.3228756555322954
Spinnakers India Pale Ale,Sierra Nevada Pale Ale,2.345207879911715,3.0413812651491097,1.6583123951777,2.345207879911715
Spinnakers India Pale Ale,Michelob Ultra,3.0,3.0413812651491097,3.0413812651491097,3.0413812651491097
Spinnakers India Pale Ale,Natural Light,0.0,0.0,0.0,0.0
Spinnakers India Pale Ale,Bud Light,4.716990566028302,4.58257569495584,5.049752469181039,5.315072906367325
Spinnakers India Pale Ale,Fat Tire Amber Ale,2.0,1.7320508075688772,1.9364916731037085,2.3979157616563596
Spinnakers India Pale Ale,Coors Light,4.387482193696061,4.387482193696061,5.267826876426369,5.049752469181039
Spinnakers India Pale Ale,Blue Moon Belgian White,1.9364916731037085,0.7071067811865476,2.179449471770337,1.9364916731037085
Spinnakers India Pale Ale,60 Minute IPA,2.6457513110645907,3.5,1.5811388300841898,2.9154759474226504
Spinnakers India Pale Ale,Guinness Draught,2.692582403567252,2.179449471770337,2.8722813232690143,2.7386127875258306
Southampton Abbey Single,Dale's Pale Ale,1.8027756377319946,1.5,1.3228756555322954,1.8027756377319946
Southampton Abbey Single,Sierra Nevada Pale Ale,1.6583123951777,2.0,1.118033988749895,2.179449471770337
Southampton Abbey Single,Michelob Ultra,3.5,3.8078865529319543,3.5,4.031128874149275
Southampton Abbey Single,Natural Light,1.5811388300841898,2.5,2.23606797749979,2.1213203435596424
Southampton Abbey Single,Bud Light,5.744562646538029,6.082762530298219,4.873397172404482,5.612486080160912
Southampton Abbey Single,Fat Tire Amber Ale,2.7386127875258306,3.1622776601683795,1.6583123951777,3.6742346141747673
Southampton Abbey Single,Coors Light,5.338539126015656,5.722761571129799,4.527692569068709,5.766281297335398
Southampton Abbey Single,Blue Moon Belgian White,3.24037034920393,3.24037034920393,2.0,3.7416573867739413
Southampton Abbey Single,60 Minute IPA,2.598076211353316,2.449489742783178,2.449489742783178,3.082207001484488
Southampton Abbey Single,Guinness Draught,2.8284271247461903,3.640054944640259,2.692582403567252,4.031128874149275
South Bay IPA,Dale's Pale Ale,0.7071067811865476,1.5,1.118033988749895,0.5
South Bay IPA,Sierra Nevada Pale Ale,1.7320508075688772,1.3228756555322954,1.7320508075688772,2.29128784747792
South Bay IPA,Michelob Ultra,1.8027756377319946,3.905124837953327,2.692582403567252,2.0615528128088303
South Bay IPA,Natural Light,0.5,3.0,1.5,1.5
South Bay IPA,Bud Light,2.0615528128088303,4.301162633521313,3.2015621187164243,2.692582403567252
South Bay IPA,Fat Tire Amber Ale,2.7838821814150108,1.224744871391589,2.958039891549808,2.5
South Bay IPA,Coors Light,1.0,2.0,1.0,0.0
South Bay IPA,Blue Moon Belgian White,2.29128784747792,2.1213203435596424,2.958039891549808,2.5
South Bay IPA,60 Minute IPA,1.3228756555322954,1.3228756555322954,2.5495097567963922,2.345207879911715
South Bay IPA,Guinness Draught,1.7320508075688772,2.23606797749979,2.345207879911715,1.5
Sorachi Ace (IPA Is Dead),Dale's Pale Ale,1.118033988749895,0.8660254037844386,2.0615528128088303,1.118033988749895
Sorachi Ace (IPA Is Dead),Sierra Nevada Pale Ale,2.958039891549808,2.0,1.9364916731037085,2.179449471770337
Sorachi Ace (IPA Is Dead),Michelob Ultra,0.0,3.0,3.0,2.5
Sorachi Ace (IPA Is Dead),Natural Light,0.0,0.0,0.0,0.0
Sorachi Ace (IPA Is Dead),Bud Light,2.0,3.0,3.0,2.0
Sorachi Ace (IPA Is Dead),Fat Tire Amber Ale,0.8660254037844386,0.8660254037844386,0.7071067811865476,0.8660254037844386
Sorachi Ace (IPA Is Dead),Coors Light,4.330127018922194,3.840572873934304,3.24037034920393,3.774917217635375
Sorachi Ace (IPA Is Dead),Blue Moon Belgian White,0.7071067811865476,0.7071067811865476,0.5,0.7071067811865476
Sorachi Ace (IPA Is Dead),60 Minute IPA,2.0,1.3228756555322954,1.118033988749895,1.8027756377319946
Sorachi Ace (IPA Is Dead),Guinness Draught,2.23606797749979,3.7080992435478315,3.7416573867739413,2.9154759474226504
Snipes India Pale Ale,Dale's Pale Ale,2.958039891549808,2.3979157616563596,2.0,3.0
Snipes India Pale Ale,Sierra Nevada Pale Ale,3.24037034920393,1.7320508075688772,1.5811388300841898,2.9154759474226504
Snipes India Pale Ale,Michelob Ultra,5.1478150704935,5.634713834792322,4.636809247747852,5.024937810560445
Snipes India Pale Ale,Natural Light,3.24037034920393,3.5355339059327378,3.3541019662496847,3.3541019662496847
Snipes India Pale Ale,Bud Light,4.415880433163924,4.8218253804964775,3.5,4.527692569068709
Snipes India Pale Ale,Fat Tire Amber Ale,2.0,2.598076211353316,1.4142135623730951,1.7320508075688772
Snipes India Pale Ale,Coors Light,5.5677643628300215,6.284902544988268,5.612486080160912,5.70087712549569
Snipes India Pale Ale,Blue Moon Belgian White,2.7838821814150108,2.5495097567963922,2.0615528128088303,1.9364916731037085
Snipes India Pale Ale,60 Minute IPA,2.598076211353316,1.5811388300841898,1.6583123951777,2.29128784747792
Snipes India Pale Ale,Guinness Draught,2.692582403567252,2.692582403567252,2.3979157616563596,1.6583123951777
Smuttynose Octoberfest (Big Beer Series),Dale's Pale Ale,1.8027756377319946,1.224744871391589,1.4142135623730951,1.7320508075688772
Smuttynose Octoberfest (Big Beer Series),Sierra Nevada Pale Ale,2.449489742783178,1.5,1.8708286933869707,2.1213203435596424
Smuttynose Octoberfest (Big Beer Series),Michelob Ultra,7.14142842854285,6.244997998398398,6.383572667401852,6.59545297913646
Smuttynose Octoberfest (Big Beer Series),Natural Light,3.5,3.0,3.0,3.0
Smuttynose Octoberfest (Big Beer Series),Bud Light,6.557438524302,5.361902647381804,5.852349955359813,5.852349955359813
Smuttynose Octoberfest (Big Beer Series),Fat Tire Amber Ale,2.345207879911715,1.3228756555322954,2.1213203435596424,2.0
Smuttynose Octoberfest (Big Beer Series),Coors Light,4.301162633521313,3.2015621187164243,4.031128874149275,4.031128874149275
Smuttynose Octoberfest (Big Beer Series),Blue Moon Belgian White,5.220153254455275,3.6742346141747673,3.968626966596886,4.272001872658765
Smuttynose Octoberfest (Big Beer Series),60 Minute IPA,3.0,2.3979157616563596,2.0,1.8708286933869707
Smuttynose Octoberfest (Big Beer Series),Guinness Draught,2.958039891549808,5.0,2.692582403567252,3.570714214271425
Slumbrew Happy Sol,Dale's Pale Ale,1.118033988749895,1.7320508075688772,0.8660254037844386,0.7071067811865476
Slumbrew Happy Sol,Sierra Nevada Pale Ale,1.5811388300841898,1.0,1.8708286933869707,1.8027756377319946
Slumbrew Happy Sol,Michelob Ultra,4.873397172404482,4.444097208657794,4.636809247747852,5.267826876426369
Slumbrew Happy Sol,Natural Light,1.5,2.0,2.0,2.0
Slumbrew Happy Sol,Bud Light,4.636809247747852,4.272001872658765,4.272001872658765,4.272001872658765
Slumbrew Happy Sol,Fat Tire Amber Ale,1.6583123951777,1.6583123951777,2.0615528128088303,2.345207879911715
Slumbrew Happy Sol,Coors Light,3.3166247903554,4.0,4.031128874149275,4.031128874149275
Slumbrew Happy Sol,Blue Moon Belgian White,2.23606797749979,1.9364916731037085,1.9364916731037085,2.23606797749979
Slumbrew Happy Sol,60 Minute IPA,2.7386127875258306,1.8027756377319946,1.9364916731037085,1.8708286933869707
Slumbrew Happy Sol,Guinness Draught,3.4641016151377544,2.692582403567252,3.640054944640259,4.898979485566356
Sleeping Giant IPA,Dale's Pale Ale,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476
Sleeping Giant IPA,Sierra Nevada Pale Ale,2.7386127875258306,3.840572873934304,3.24037034920393,3.5
Sleeping Giant IPA,Michelob Ultra,2.9154759474226504,2.598076211353316,3.391164991562634,3.278719262151
Sleeping Giant IPA,Natural Light,0.0,1.0,0.0,0.5
Sleeping Giant IPA,Bud Light,2.0615528128088303,3.570714214271425,2.5495097567963922,3.640054944640259
Sleeping Giant IPA,Fat Tire Amber Ale,1.6583123951777,1.224744871391589,1.118033988749895,0.8660254037844386
Sleeping Giant IPA,Coors Light,2.692582403567252,2.692582403567252,2.5,1.8708286933869707
Sleeping Giant IPA,Blue Moon Belgian White,1.118033988749895,0.8660254037844386,1.118033988749895,1.224744871391589
Sleeping Giant IPA,60 Minute IPA,2.179449471770337,2.6457513110645907,2.3979157616563596,2.8722813232690143
Sleeping Giant IPA,Guinness Draught,1.118033988749895,1.8027756377319946,1.5811388300841898,1.6583123951777
Sierra Nevada Draught Style Pale Ale,Dale's Pale Ale,2.5,1.6583123951777,2.23606797749979,2.598076211353316
Sierra Nevada Draught Style Pale Ale,Sierra Nevada Pale Ale,1.8027756377319946,2.0615528128088303,2.1213203435596424,2.1213203435596424
Sierra Nevada Draught Style Pale Ale,Michelob Ultra,3.3166247903554,3.6742346141747673,3.905124837953327,3.968626966596886
Sierra Nevada Draught Style Pale Ale,Natural Light,4.415880433163924,4.8218253804964775,5.809475019311125,5.477225575051661
Sierra Nevada Draught Style Pale Ale,Bud Light,7.0,6.652067347825035,7.3824115301167,7.54983443527075
Sierra Nevada Draught Style Pale Ale,Fat Tire Amber Ale,4.272001872658765,3.24037034920393,4.092676385936225,4.47213595499958
Sierra Nevada Draught Style Pale Ale,Coors Light,5.612486080160912,4.795831523312719,7.262919523166975,5.916079783099616
Sierra Nevada Draught Style Pale Ale,Blue Moon Belgian White,2.29128784747792,2.5,2.5,1.7320508075688772
Sierra Nevada Draught Style Pale Ale,60 Minute IPA,3.1622776601683795,3.605551275463989,1.8708286933869707,2.8722813232690143
Sierra Nevada Draught Style Pale Ale,Guinness Draught,3.5355339059327378,2.6457513110645907,3.6742346141747673,3.3166247903554
Session Ale #08: Kvass 100,Dale's Pale Ale,1.7320508075688772,2.0,1.8708286933869707,1.8027756377319946
Session Ale #08: Kvass 100,Sierra Nevada Pale Ale,1.3228756555322954,2.23606797749979,1.6583123951777,2.179449471770337
Session Ale #08: Kvass 100,Michelob Ultra,7.053367989832942,6.4031242374328485,5.291502622129181,6.614378277661476
Session Ale #08: Kvass 100,Natural Light,6.48074069840786,5.612486080160912,6.363961030678928,5.722761571129799
Session Ale #08: Kvass 100,Bud Light,7.088723439378913,5.916079783099616,6.123724356957945,6.4031242374328485
Session Ale #08: Kvass 100,Fat Tire Amber Ale,2.23606797749979,1.7320508075688772,3.2015621187164243,2.29128784747792
Session Ale #08: Kvass 100,Coors Light,7.0178344238090995,6.652067347825035,6.59545297913646,6.800735254367722
Session Ale #08: Kvass 100,Blue Moon Belgian White,2.1213203435596424,2.5,2.958039891549808,2.1213203435596424
Session Ale #08: Kvass 100,60 Minute IPA,2.9154759474226504,2.3979157616563596,2.179449471770337,3.391164991562634
Session Ale #08: Kvass 100,Guinness Draught,2.8722813232690143,2.958039891549808,3.872983346207417,3.0
Seattle Beer Week 2010 DIPA,Dale's Pale Ale,1.6583123951777,1.8708286933869707,1.5,1.8027756377319946
Seattle Beer Week 2010 DIPA,Sierra Nevada Pale Ale,1.9364916731037085,1.7320508075688772,1.4142135623730951,1.7320508075688772
Seattle Beer Week 2010 DIPA,Michelob Ultra,4.743416490252569,4.743416490252569,4.330127018922194,4.183300132670378
Seattle Beer Week 2010 DIPA,Natural Light,0.0,0.0,0.0,0.0
Seattle Beer Week 2010 DIPA,Bud Light,3.5355339059327378,4.153311931459037,3.640054944640259,3.7416573867739413
Seattle Beer Week 2010 DIPA,Fat Tire Amber Ale,2.598076211353316,2.7386127875258306,2.958039891549808,2.9154759474226504
Seattle Beer Week 2010 DIPA,Coors Light,3.0413812651491097,3.2015621187164243,2.692582403567252,2.9154759474226504
Seattle Beer Week 2010 DIPA,Blue Moon Belgian White,2.8722813232690143,2.7838821814150108,2.3979157616563596,3.1622776601683795
Seattle Beer Week 2010 DIPA,60 Minute IPA,1.8027756377319946,1.5811388300841898,1.8027756377319946,1.6583123951777
Seattle Beer Week 2010 DIPA,Guinness Draught,3.570714214271425,3.4641016151377544,4.123105625617661,4.873397172404482
Sea Dog Cabin Fever Winter Stock Ale,Dale's Pale Ale,1.3228756555322954,1.3228756555322954,1.118033988749895,1.5811388300841898
Sea Dog Cabin Fever Winter Stock Ale,Sierra Nevada Pale Ale,2.958039891549808,1.7320508075688772,1.224744871391589,2.0615528128088303
Sea Dog Cabin Fever Winter Stock Ale,Michelob Ultra,5.722761571129799,6.422616289332565,5.477225575051661,7.035623639735144
Sea Dog Cabin Fever Winter Stock Ale,Natural Light,3.905124837953327,4.69041575982343,3.3541019662496847,5.024937810560445
Sea Dog Cabin Fever Winter Stock Ale,Bud Light,6.284902544988268,7.297259759663212,6.304760106459246,7.7781745930520225
Sea Dog Cabin Fever Winter Stock Ale,Fat Tire Amber Ale,2.23606797749979,1.9364916731037085,1.6583123951777,2.8284271247461903
Sea Dog Cabin Fever Winter Stock Ale,Coors Light,5.809475019311125,5.937171043518958,5.477225575051661,6.244997998398398
Sea Dog Cabin Fever Winter Stock Ale,Blue Moon Belgian White,2.7386127875258306,2.449489742783178,2.5495097567963922,2.8284271247461903
Sea Dog Cabin Fever Winter Stock Ale,60 Minute IPA,2.958039891549808,2.3979157616563596,2.0615528128088303,2.5495097567963922
Sea Dog Cabin Fever Winter Stock Ale,Guinness Draught,3.391164991562634,5.0990195135927845,4.123105625617661,4.636809247747852
Scratch Beer 48 - 2011 (Fest Bier),Dale's Pale Ale,2.0,1.6583123951777,1.8708286933869707,2.692582403567252
Scratch Beer 48 - 2011 (Fest Bier),Sierra Nevada Pale Ale,2.5,2.5,1.5811388300841898,2.1213203435596424
Scratch Beer 48 - 2011 (Fest Bier),Michelob Ultra,4.415880433163924,4.527692569068709,5.196152422706632,4.8218253804964775
Scratch Beer 48 - 2011 (Fest Bier),Natural Light,3.5,4.06201920231798,4.55521678957215,3.774917217635375
Scratch Beer 48 - 2011 (Fest Bier),Bud Light,4.8218253804964775,4.743416490252569,5.678908345800274,5.979130371550699
Scratch Beer 48 - 2011 (Fest Bier),Fat Tire Amber Ale,2.449489742783178,1.8708286933869707,3.391164991562634,3.1622776601683795
Scratch Beer 48 - 2011 (Fest Bier),Coors Light,4.5,5.244044240850758,4.847679857416329,5.787918451395113
Scratch Beer 48 - 2011 (Fest Bier),Blue Moon Belgian White,1.5811388300841898,1.9364916731037085,2.23606797749979,2.179449471770337
Scratch Beer 48 - 2011 (Fest Bier),60 Minute IPA,2.0615528128088303,1.5811388300841898,2.23606797749979,1.9364916731037085
Scratch Beer 48 - 2011 (Fest Bier),Guinness Draught,1.8708286933869707,2.179449471770337,3.278719262151,1.8027756377319946
Scotch,Dale's Pale Ale,1.8027756377319946,3.082207001484488,2.5,2.5
Scotch,Sierra Nevada Pale Ale,2.8722813232690143,2.958039891549808,2.6457513110645907,3.5355339059327378
Scotch,Michelob Ultra,4.873397172404482,4.9749371855331,4.444097208657794,4.636809247747852
Scotch,Natural Light,3.8078865529319543,4.272001872658765,3.6742346141747673,4.527692569068709
Scotch,Bud Light,5.766281297335398,6.689544080129826,5.722761571129799,6.422616289332565
Scotch,Fat Tire Amber Ale,2.0,1.5811388300841898,1.9364916731037085,2.449489742783178
Scotch,Coors Light,5.5677643628300215,6.557438524302,6.041522986797286,5.916079783099616
Scotch,Blue Moon Belgian White,2.0615528128088303,2.0,2.8722813232690143,2.5495097567963922
Scotch,60 Minute IPA,2.29128784747792,2.0615528128088303,2.0,2.5
Scotch,Guinness Draught,2.598076211353316,3.570714214271425,2.3979157616563596,3.0413812651491097
Schlafly 1904 American Lager,Dale's Pale Ale,1.8027756377319946,2.345207879911715,1.8708286933869707,2.0
Schlafly 1904 American Lager,Sierra Nevada Pale Ale,3.605551275463989,4.301162633521313,3.640054944640259,4.153311931459037
